"line_id","act","source_file","line_number","source_ref","knot","location","speaker","character","text","word_count","recording_scope","cast_status","scratch_voice","scratch_voice_id","audio_path","recording_status"
"vo_act_i_0087","Act I","ink/prologue.ink","220","ink/prologue.ink:220","old_quay_silent_bollards","old_quay","TOMAS","Tomas","They're past it.","3","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_silent_bollards_087_tomas.mp3","unrecorded"
"vo_act_i_0088","Act I","ink/prologue.ink","222","ink/prologue.ink:222","old_quay_silent_bollards","old_quay","CORVIN","Corvin Vale","Past talking?","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_silent_bollards_088_corvin.mp3","unrecorded"
"vo_act_i_0089","Act I","ink/prologue.ink","224","ink/prologue.ink:224","old_quay_silent_bollards","old_quay","TOMAS","Tomas","Past wanting to.","3","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_silent_bollards_089_tomas.mp3","unrecorded"
"vo_act_i_0090","Act I","ink/prologue.ink","230","ink/prologue.ink:230","old_quay_bollard_petra","old_quay","CORVIN","Corvin Vale","Petra.","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_bollard_petra_090_corvin.mp3","unrecorded"
"vo_act_i_0091","Act I","ink/prologue.ink","232","ink/prologue.ink:232","old_quay_bollard_petra","old_quay","TOMAS","Tomas","On the end. Used to sing.","6","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_bollard_petra_091_tomas.mp3","unrecorded"
"vo_act_i_0092","Act I","ink/prologue.ink","234","ink/prologue.ink:234","old_quay_bollard_petra","old_quay","CORVIN","Corvin Vale","Her mouth's gone.","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_bollard_petra_092_corvin.mp3","unrecorded"
"vo_act_i_0093","Act I","ink/prologue.ink","236","ink/prologue.ink:236","old_quay_bollard_petra","old_quay","TOMAS","Tomas","No. Just closed for good.","5","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_bollard_petra_093_tomas.mp3","unrecorded"
"vo_act_i_0094","Act I","ink/prologue.ink","242","ink/prologue.ink:242","old_quay_bollard_ledger","old_quay","CORVIN","Corvin Vale","There's a rope groove across this one's throat.","8","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_bollard_ledger_094_corvin.mp3","unrecorded"
"vo_act_i_0095","Act I","ink/prologue.ink","244","ink/prologue.ink:244","old_quay_bollard_ledger","old_quay","TOMAS","Tomas","Collar, then rope. The island likes a promotion ladder.","9","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_bollard_ledger_095_tomas.mp3","unrecorded"
"vo_act_i_0096","Act I","ink/prologue.ink","246","ink/prologue.ink:246","old_quay_bollard_ledger","old_quay","CORVIN","Corvin Vale","Did you know him?","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_bollard_ledger_096_corvin.mp3","unrecorded"
"vo_act_i_0097","Act I","ink/prologue.ink","248","ink/prologue.ink:248","old_quay_bollard_ledger","old_quay","TOMAS","Tomas","Everyone knew him while he owed money. Then fewer people made the effort.","13","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_bollard_ledger_097_tomas.mp3","unrecorded"
"vo_act_i_0098","Act I","ink/prologue.ink","254","ink/prologue.ink:254","old_quay_bollard_bride","old_quay","CORVIN","Corvin Vale","Still wearing a ring.","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_bollard_bride_098_corvin.mp3","unrecorded"
"vo_act_i_0099","Act I","ink/prologue.ink","256","ink/prologue.ink:256","old_quay_bollard_bride","old_quay","TOMAS","Tomas","She set on day nine waiting for a husband who'd already sailed.","12","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_bollard_bride_099_tomas.mp3","unrecorded"
"vo_act_i_0100","Act I","ink/prologue.ink","258","ink/prologue.ink:258","old_quay_bollard_bride","old_quay","CORVIN","Corvin Vale","That's awful.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_bollard_bride_100_corvin.mp3","unrecorded"
"vo_act_i_0101","Act I","ink/prologue.ink","260","ink/prologue.ink:260","old_quay_bollard_bride","old_quay","TOMAS","Tomas","That's port work.","3","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_bollard_bride_101_tomas.mp3","unrecorded"
"vo_act_i_0102","Act I","ink/prologue.ink","266","ink/prologue.ink:266","old_quay_bollards_all_seen","old_quay","TOMAS","Tomas","You've done the rounds.","4","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_bollards_all_seen_102_tomas.mp3","unrecorded"
"vo_act_i_0103","Act I","ink/prologue.ink","268","ink/prologue.ink:268","old_quay_bollards_all_seen","old_quay","CORVIN","Corvin Vale","I said three names to three dead people and got nothing back.","12","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_bollards_all_seen_103_corvin.mp3","unrecorded"
"vo_act_i_0104","Act I","ink/prologue.ink","270","ink/prologue.ink:270","old_quay_bollards_all_seen","old_quay","TOMAS","Tomas","You got practice.","3","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_bollards_all_seen_104_tomas.mp3","unrecorded"
"vo_act_i_0105","Act I","ink/prologue.ink","272","ink/prologue.ink:272","old_quay_bollards_all_seen","old_quay","CORVIN","Corvin Vale","For what?","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_bollards_all_seen_105_corvin.mp3","unrecorded"
"vo_act_i_0106","Act I","ink/prologue.ink","274","ink/prologue.ink:274","old_quay_bollards_all_seen","old_quay","TOMAS","Tomas","For Mordida. Most conversations here are with people who stopped listening before you arrived.","14","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_bollards_all_seen_106_tomas.mp3","unrecorded"
"vo_act_i_0107","Act I","ink/prologue.ink","280","ink/prologue.ink:280","old_quay_flask","old_quay","CORVIN","Corvin Vale","Somebody's flask.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_flask_107_corvin.mp3","unrecorded"
"vo_act_i_0108","Act I","ink/prologue.ink","282","ink/prologue.ink:282","old_quay_flask","old_quay","TOMAS","Tomas","Empty, obviously. This is a working quay.","7","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_flask_108_tomas.mp3","unrecorded"
"vo_act_i_0109","Act I","ink/prologue.ink","284","ink/prologue.ink:284","old_quay_flask","old_quay","CORVIN","Corvin Vale","I'll take it.","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_flask_109_corvin.mp3","unrecorded"
"vo_act_i_0110","Act I","ink/prologue.ink","286","ink/prologue.ink:286","old_quay_flask","old_quay","TOMAS","Tomas","For courage?","2","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_flask_110_tomas.mp3","unrecorded"
"vo_act_i_0111","Act I","ink/prologue.ink","288","ink/prologue.ink:288","old_quay_flask","old_quay","CORVIN","Corvin Vale","For evidence. Courage leaks.","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_flask_111_corvin.mp3","unrecorded"
"vo_act_i_0112","Act I","ink/prologue.ink","294","ink/prologue.ink:294","old_quay_rope_cleat","old_quay","CORVIN","Corvin Vale","Sharp edge.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_rope_cleat_112_corvin.mp3","unrecorded"
"vo_act_i_0113","Act I","ink/prologue.ink","296","ink/prologue.ink:296","old_quay_rope_cleat","old_quay","TOMAS","Tomas","You're not about to do something clever with your own knuckles.","11","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_rope_cleat_113_tomas.mp3","unrecorded"
"vo_act_i_0114","Act I","ink/prologue.ink","298","ink/prologue.ink:298","old_quay_rope_cleat","old_quay","CORVIN","Corvin Vale","No.","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_rope_cleat_114_corvin.mp3","unrecorded"
"vo_act_i_0115","Act I","ink/prologue.ink","300","ink/prologue.ink:300","old_quay_rope_cleat","old_quay","TOMAS","Tomas","Corvin.","1","vo_line","scratch_cast","Roger","CwhRBWXzGAHq8TQ4Fs17","vo/act_i/old_quay/old_quay_rope_cleat_115_tomas.mp3","unrecorded"
"vo_act_i_0116","Act I","ink/prologue.ink","302","ink/prologue.ink:302","old_quay_rope_cleat","old_quay","CORVIN","Corvin Vale","I'm about to do something useful with my own knuckles. Different sin.","12","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/old_quay/old_quay_rope_cleat_116_corvin.mp3","unrecorded"
"vo_act_i_0117","Act I","ink/prologue.ink","310","ink/prologue.ink:310","salt_market_arrival","salt_market","BOOT_SELLER","","Vale's dead.","2","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_arrival_117_boot_seller.mp3","unrecorded"
"vo_act_i_0118","Act I","ink/prologue.ink","312","ink/prologue.ink:312","salt_market_arrival","salt_market","CORVIN","Corvin Vale","Well. That's the sort of thing people say.","8","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_arrival_118_corvin.mp3","unrecorded"
"vo_act_i_0119","Act I","ink/prologue.ink","316","ink/prologue.ink:316","salt_market_arrival","salt_market","CORVIN","Corvin Vale","Thursday.","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_arrival_119_corvin.mp3","unrecorded"
"vo_act_i_0120","Act I","ink/prologue.ink","318","ink/prologue.ink:318","salt_market_arrival","salt_market","CORVIN","Corvin Vale","Six days.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_arrival_120_corvin.mp3","unrecorded"
"vo_act_i_0121","Act I","ink/prologue.ink","324","ink/prologue.ink:324","salt_market_public_recognition","salt_market","BOOT_SELLER","","Morning. Size?","2","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_public_recognition_121_boot_seller.mp3","unrecorded"
"vo_act_i_0122","Act I","ink/prologue.ink","326","ink/prologue.ink:326","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","Eleven. And credit.","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_122_corvin.mp3","unrecorded"
"vo_act_i_0123","Act I","ink/prologue.ink","328","ink/prologue.ink:328","salt_market_public_recognition","salt_market","BOOT_SELLER","","Credit's for people I know.","5","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_public_recognition_123_boot_seller.mp3","unrecorded"
"vo_act_i_0124","Act I","ink/prologue.ink","330","ink/prologue.ink:330","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","You know me. Vale. I did your brother's transfer papers.","10","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_124_corvin.mp3","unrecorded"
"vo_act_i_0125","Act I","ink/prologue.ink","332","ink/prologue.ink:332","salt_market_public_recognition","salt_market","NARRATION","Narration","The seller looks up. Looks properly. His face does something complicated.","11","stage_direction_review","not_cast_stage_direction","","","vo/act_i/salt_market/salt_market_public_recognition_125_narration.mp3","unrecorded"
"vo_act_i_0126","Act I","ink/prologue.ink","334","ink/prologue.ink:334","salt_market_public_recognition","salt_market","BOOT_SELLER","","...Vale.","1","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_public_recognition_126_boot_seller.mp3","unrecorded"
"vo_act_i_0127","Act I","ink/prologue.ink","336","ink/prologue.ink:336","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","There we are.","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_127_corvin.mp3","unrecorded"
"vo_act_i_0128","Act I","ink/prologue.ink","338","ink/prologue.ink:338","salt_market_public_recognition","salt_market","BOOT_SELLER","","Vale's dead.","2","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_public_recognition_128_boot_seller.mp3","unrecorded"
"vo_act_i_0129","Act I","ink/prologue.ink","340","ink/prologue.ink:340","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","Well. That's the sort of thing people say.","8","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_129_corvin.mp3","unrecorded"
"vo_act_i_0130","Act I","ink/prologue.ink","342","ink/prologue.ink:342","salt_market_public_recognition","salt_market","BOOT_SELLER","","No. No, they pulled you out Thursday. I saw it. They laid you on the ice at the fish hall.","20","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_public_recognition_130_boot_seller.mp3","unrecorded"
"vo_act_i_0131","Act I","ink/prologue.ink","344","ink/prologue.ink:344","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","Right, and I appreciate the attendance.","6","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_131_corvin.mp3","unrecorded"
"vo_act_i_0132","Act I","ink/prologue.ink","346","ink/prologue.ink:346","salt_market_public_recognition","salt_market","BOOT_SELLER","","I brought my daughter.","4","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_public_recognition_132_boot_seller.mp3","unrecorded"
"vo_act_i_0133","Act I","ink/prologue.ink","348","ink/prologue.ink:348","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","That seems like a choice.","5","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_133_corvin.mp3","unrecorded"
"vo_act_i_0134","Act I","ink/prologue.ink","350","ink/prologue.ink:350","salt_market_public_recognition","salt_market","NARRATION","Narration","He backs into his own table. Boots go everywhere.","9","stage_direction_review","not_cast_stage_direction","","","vo/act_i/salt_market/salt_market_public_recognition_134_narration.mp3","unrecorded"
"vo_act_i_0135","Act I","ink/prologue.ink","352","ink/prologue.ink:352","salt_market_public_recognition","salt_market","WOMAN","","Oh God.","2","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_public_recognition_135_woman.mp3","unrecorded"
"vo_act_i_0136","Act I","ink/prologue.ink","354","ink/prologue.ink:354","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","Look. Nobody needs to-","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_136_corvin.mp3","unrecorded"
"vo_act_i_0137","Act I","ink/prologue.ink","356","ink/prologue.ink:356","salt_market_public_recognition","salt_market","WOMAN","","He's walking.","2","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_public_recognition_137_woman.mp3","unrecorded"
"vo_act_i_0138","Act I","ink/prologue.ink","358","ink/prologue.ink:358","salt_market_public_recognition","salt_market","NARRATION","Narration","The street stops.","3","stage_direction_review","not_cast_stage_direction","","","vo/act_i/salt_market/salt_market_public_recognition_138_narration.mp3","unrecorded"
"vo_act_i_0139","Act I","ink/prologue.ink","360","ink/prologue.ink:360","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","Thursday.","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_139_corvin.mp3","unrecorded"
"vo_act_i_0140","Act I","ink/prologue.ink","362","ink/prologue.ink:362","salt_market_public_recognition","salt_market","NARRATION","Narration","Arithmetic on his fingers. It doesn't take long.","8","stage_direction_review","not_cast_stage_direction","","","vo/act_i/salt_market/salt_market_public_recognition_140_narration.mp3","unrecorded"
"vo_act_i_0141","Act I","ink/prologue.ink","364","ink/prologue.ink:364","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","Six days.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_141_corvin.mp3","unrecorded"
"vo_act_i_0142","Act I","ink/prologue.ink","366","ink/prologue.ink:366","salt_market_public_recognition","salt_market","CORVIN","Corvin Vale","Six days to find out who held me under.","9","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_public_recognition_142_corvin.mp3","unrecorded"
"vo_act_i_0143","Act I","ink/prologue.ink","368","ink/prologue.ink:368","salt_market_public_recognition","salt_market","NARRATION","Narration","He picks up boots off the ground, unhurried, and walks out through a crowd that parts without anyone deciding to.","20","stage_direction_review","not_cast_stage_direction","","","vo/act_i/salt_market/salt_market_public_recognition_143_narration.mp3","unrecorded"
"vo_act_i_0144","Act I","ink/prologue.ink","374","ink/prologue.ink:374","salt_market_boot_stall_after","salt_market","CORVIN","Corvin Vale","He's rearranging boots that don't need it.","7","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_boot_stall_after_144_corvin.mp3","unrecorded"
"vo_act_i_0145","Act I","ink/prologue.ink","376","ink/prologue.ink:376","salt_market_boot_stall_after","salt_market","CORVIN","Corvin Vale","He'll be at that all day.","6","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_boot_stall_after_145_corvin.mp3","unrecorded"
"vo_act_i_0146","Act I","ink/prologue.ink","378","ink/prologue.ink:378","salt_market_boot_stall_after","salt_market","BOOT_SELLER","","I've got nothing for you.","5","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_boot_stall_after_146_boot_seller.mp3","unrecorded"
"vo_act_i_0147","Act I","ink/prologue.ink","380","ink/prologue.ink:380","salt_market_boot_stall_after","salt_market","CORVIN","Corvin Vale","I know.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_boot_stall_after_147_corvin.mp3","unrecorded"
"vo_act_i_0148","Act I","ink/prologue.ink","382","ink/prologue.ink:382","salt_market_boot_stall_after","salt_market","BOOT_SELLER","","She's alright, by the way. The girl.","7","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_boot_stall_after_148_boot_seller.mp3","unrecorded"
"vo_act_i_0149","Act I","ink/prologue.ink","384","ink/prologue.ink:384","salt_market_boot_stall_after","salt_market","BOOT_SELLER","","She thought it was interesting.","5","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_boot_stall_after_149_boot_seller.mp3","unrecorded"
"vo_act_i_0150","Act I","ink/prologue.ink","386","ink/prologue.ink:386","salt_market_boot_stall_after","salt_market","CORVIN","Corvin Vale","Kids are better at this than we are.","8","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_boot_stall_after_150_corvin.mp3","unrecorded"
"vo_act_i_0151","Act I","ink/prologue.ink","388","ink/prologue.ink:388","salt_market_boot_stall_after","salt_market","BOOT_SELLER","","Don't make it sound kind.","5","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_boot_stall_after_151_boot_seller.mp3","unrecorded"
"vo_act_i_0152","Act I","ink/prologue.ink","390","ink/prologue.ink:390","salt_market_boot_stall_after","salt_market","CORVIN","Corvin Vale","I won't.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_boot_stall_after_152_corvin.mp3","unrecorded"
"vo_act_i_0153","Act I","ink/prologue.ink","396","ink/prologue.ink:396","salt_market_fishmonger","salt_market","CORVIN","Corvin Vale","Two sets of scales under that table.","7","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_fishmonger_153_corvin.mp3","unrecorded"
"vo_act_i_0154","Act I","ink/prologue.ink","398","ink/prologue.ink:398","salt_market_fishmonger","salt_market","CORVIN","Corvin Vale","The honest ones are on the wall where you can see them.","12","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_fishmonger_154_corvin.mp3","unrecorded"
"vo_act_i_0155","Act I","ink/prologue.ink","400","ink/prologue.ink:400","salt_market_fishmonger","salt_market","MONGER","","You're dripping on the cod.","5","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_fishmonger_155_monger.mp3","unrecorded"
"vo_act_i_0156","Act I","ink/prologue.ink","402","ink/prologue.ink:402","salt_market_fishmonger","salt_market","CORVIN","Corvin Vale","It's a marinade.","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_fishmonger_156_corvin.mp3","unrecorded"
"vo_act_i_0157","Act I","ink/prologue.ink","404","ink/prologue.ink:404","salt_market_fishmonger","salt_market","MONGER","","That's not a selling point.","5","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_fishmonger_157_monger.mp3","unrecorded"
"vo_act_i_0158","Act I","ink/prologue.ink","406","ink/prologue.ink:406","salt_market_fishmonger","salt_market","CORVIN","Corvin Vale","Neither is the cod.","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_fishmonger_158_corvin.mp3","unrecorded"
"vo_act_i_0159","Act I","ink/prologue.ink","408","ink/prologue.ink:408","salt_market_fishmonger","salt_market","MONGER","","It was selling fine before you came back from the harbor.","11","vo_line","needs_cast_decision","","","vo/act_i/salt_market/salt_market_fishmonger_159_monger.mp3","unrecorded"
"vo_act_i_0160","Act I","ink/prologue.ink","410","ink/prologue.ink:410","salt_market_fishmonger","salt_market","CORVIN","Corvin Vale","Most things were.","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_fishmonger_160_corvin.mp3","unrecorded"
"vo_act_i_0161","Act I","ink/prologue.ink","416","ink/prologue.ink:416","salt_market_lamp","salt_market","CORVIN","Corvin Vale","Whale oil.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_lamp_161_corvin.mp3","unrecorded"
"vo_act_i_0162","Act I","ink/prologue.ink","418","ink/prologue.ink:418","salt_market_lamp","salt_market","CORVIN","Corvin Vale","Warm light.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_lamp_162_corvin.mp3","unrecorded"
"vo_act_i_0163","Act I","ink/prologue.ink","420","ink/prologue.ink:420","salt_market_lamp","salt_market","CORVIN","Corvin Vale","Everything warm on this island is something dead being useful.","10","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_lamp_163_corvin.mp3","unrecorded"
"vo_act_i_0164","Act I","ink/prologue.ink","422","ink/prologue.ink:422","salt_market_lamp","salt_market","CORVIN","Corvin Vale","Nothing.","1","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_lamp_164_corvin.mp3","unrecorded"
"vo_act_i_0165","Act I","ink/prologue.ink","424","ink/prologue.ink:424","salt_market_lamp","salt_market","CORVIN","Corvin Vale","Not cold, not warm.","4","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_lamp_165_corvin.mp3","unrecorded"
"vo_act_i_0166","Act I","ink/prologue.ink","426","ink/prologue.ink:426","salt_market_lamp","salt_market","CORVIN","Corvin Vale","Just reported.","2","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/salt_market/salt_market_lamp_166_corvin.mp3","unrecorded"
"vo_act_i_0167","Act I","ink/prologue.ink","432","ink/prologue.ink:432","registrar_duel_start","harbor_registry","REGISTRAR","The Registrar","You're the Vale boy.","4","vo_line","scratch_cast","Alice","Xb7hH8MSUJpSbSDYk0k2","vo/act_i/harbor_registry/registrar_duel_start_167_registrar.mp3","unrecorded"
"vo_act_i_0168","Act I","ink/prologue.ink","434","ink/prologue.ink:434","registrar_duel_start","harbor_registry","CORVIN","Corvin Vale","I'm thirty-six.","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/harbor_registry/registrar_duel_start_168_corvin.mp3","unrecorded"
"vo_act_i_0169","Act I","ink/prologue.ink","436","ink/prologue.ink:436","registrar_duel_start","harbor_registry","REGISTRAR","The Registrar","You're three days old.","4","vo_line","scratch_cast","Alice","Xb7hH8MSUJpSbSDYk0k2","vo/act_i/harbor_registry/registrar_duel_start_169_registrar.mp3","unrecorded"
"vo_act_i_0170","Act I","ink/prologue.ink","438","ink/prologue.ink:438","registrar_duel_start","harbor_registry","REGISTRAR","The Registrar","Struck you out myself on Friday. Nice clean hand.","9","vo_line","scratch_cast","Alice","Xb7hH8MSUJpSbSDYk0k2","vo/act_i/harbor_registry/registrar_duel_start_170_registrar.mp3","unrecorded"
"vo_act_i_0171","Act I","ink/prologue.ink","440","ink/prologue.ink:440","registrar_duel_start","harbor_registry","CORVIN","Corvin Vale","It wasn't, actually.","3","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/harbor_registry/registrar_duel_start_171_corvin.mp3","unrecorded"
"vo_act_i_0172","Act I","ink/prologue.ink","442","ink/prologue.ink:442","registrar_duel_start","harbor_registry","REGISTRAR","The Registrar","No. It wasn't.","3","vo_line","scratch_cast","Alice","Xb7hH8MSUJpSbSDYk0k2","vo/act_i/harbor_registry/registrar_duel_start_172_registrar.mp3","unrecorded"
"vo_act_i_0173","Act I","ink/prologue.ink","444","ink/prologue.ink:444","registrar_duel_start","harbor_registry","REGISTRAR","The Registrar","What do you want?","4","vo_line","scratch_cast","Alice","Xb7hH8MSUJpSbSDYk0k2","vo/act_i/harbor_registry/registrar_duel_start_173_registrar.mp3","unrecorded"
"vo_act_i_0174","Act I","ink/prologue.ink","446","ink/prologue.ink:446","registrar_duel_start","harbor_registry","CORVIN","Corvin Vale","My name back on the roll.","6","vo_line","scratch_cast","Callum","N2lVS1w4EtoT3dr4eOWO","vo/act_i/harbor_registry/registrar_duel_start_174_corvin.mp3","unrecorded"
"vo_act_i_0175","Act I","ink/prologue.ink","448","ink/prologue.ink:448","registrar_duel_start","harbor_registry","REGISTRAR","The Registrar","Can't. You're not a person.","5","vo_line","scratch_cast","Alice","Xb7hH8MSUJpSbSDYk0k2","vo/act_i/harbor_registry/registrar_duel_start_175_registrar.mp3","unrecorded"
"vo_act_i_0176","Act I","ink/prologue.ink","450","ink/prologue.ink:450","registrar_duel_start","harbor_registry","REGISTRAR","The Registrar","The roll's for people, and a person has a pulse, and you have a coat and an attitude.","18","vo_line","scratch_cast","Alice","Xb7hH8MSUJpSbSDYk0k2","vo/act_i/harbor_registry/registrar_duel_start_176_registrar.mp3","unrecorded"
