"line_id","confession_id","part","speaker","character","text","word_count","category","weight","act_available","acquisition","source_file","source_ref","audio_path","recording_status","scratch_voice","scratch_voice_id","rule_note"
"vo_confession_cf_cruel_receipts_elaboration","cf_cruel_receipts","elaboration","CORVIN","Corvin Vale","Filed. Dated. I know exactly where every one of them is and I can produce it inside a minute.","19","CRUELTY","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_cruel_receipts","vo/confessions/cf_cruel_receipts_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_adelie","cf_cruel_adelie","confession","CORVIN","Corvin Vale","I let Adelie tell me about her husband for a full hour.","12","CRUELTY","6","2","COMMITTED","data/confessions.json","data/confessions.json#cf_cruel_adelie","vo/confessions/cf_cruel_adelie.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_adelie_elaboration","cf_cruel_adelie","elaboration","CORVIN","Corvin Vale","I already knew he'd sold her. I let her get all the way to the end of the good version first.","21","CRUELTY","6","2","COMMITTED","data/confessions.json","data/confessions.json#cf_cruel_adelie","vo/confessions/cf_cruel_adelie_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_child","cf_cruel_child","confession","CORVIN","Corvin Vale","I told a child the truth about his father.","9","CRUELTY","6","2","COMMITTED","data/confessions.json","data/confessions.json#cf_cruel_child","vo/confessions/cf_cruel_child.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_child_elaboration","cf_cruel_child","elaboration","CORVIN","Corvin Vale","Not to help him. I was tired and he was standing between me and a door.","16","CRUELTY","6","2","COMMITTED","data/confessions.json","data/confessions.json#cf_cruel_child","vo/confessions/cf_cruel_child_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_writeoff","cf_greed_writeoff","confession","CORVIN","Corvin Vale","I've never given anything away I couldn't write off.","9","GREED","4","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_greed_writeoff","vo/confessions/cf_greed_writeoff.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_writeoff_elaboration","cf_greed_writeoff","elaboration","CORVIN","Corvin Vale","There's a column for charity. That's the only place it's ever appeared.","12","GREED","4","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_greed_writeoff","vo/confessions/cf_greed_writeoff_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_berth","cf_greed_berth","confession","CORVIN","Corvin Vale","I sold the same berth twice in one morning and stood on the quay to watch them work it out.","20","GREED","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_greed_berth","vo/confessions/cf_greed_berth.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_berth_elaboration","cf_greed_berth","elaboration","CORVIN","Corvin Vale","One of them lost a thumb. I'd already been paid by both, so I stayed for the end.","18","GREED","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_greed_berth","vo/confessions/cf_greed_berth_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_candles","cf_greed_candles","confession","CORVIN","Corvin Vale","I charged the Church for candles I stole from the Church.","11","GREED","5","2","COMMITTED","data/confessions.json","data/confessions.json#cf_greed_candles","vo/confessions/cf_greed_candles.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_candles_elaboration","cf_greed_candles","elaboration","CORVIN","Corvin Vale","Teodor thanked me for the discount.","6","GREED","5","2","COMMITTED","data/confessions.json","data/confessions.json#cf_greed_candles","vo/confessions/cf_greed_candles_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_ring","cf_greed_ring","confession","CORVIN","Corvin Vale","I let a boy pay me with his mother's ring.","10","GREED","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_greed_ring","vo/confessions/cf_greed_ring.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_ring_elaboration","cf_greed_ring","elaboration","CORVIN","Corvin Vale","I knew whose it was. I knew she was still alive. I asked if she'd want him to have it, and he said yes, and I took it anyway.","29","GREED","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_greed_ring","vo/confessions/cf_greed_ring_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_burn","cf_lust_burn","confession","CORVIN","Corvin Vale","I memorized the burn on her arm before I ever asked how she got it.","15","LUST","4","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_burn","vo/confessions/cf_lust_burn.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_burn_elaboration","cf_lust_burn","elaboration","CORVIN","Corvin Vale","I still haven't asked. I like the version I made up.","11","LUST","4","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_burn","vo/confessions/cf_lust_burn_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_timing","cf_lust_timing","confession","CORVIN","Corvin Vale","I wanted her before she was free to want me back.","11","LUST","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_timing","vo/confessions/cf_lust_timing.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_timing_elaboration","cf_lust_timing","elaboration","CORVIN","Corvin Vale","And I made sure she knew it. At the worst possible moment. On purpose, so she'd have to carry it too.","21","LUST","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_timing","vo/confessions/cf_lust_timing_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_marriages","cf_lust_marriages","confession","CORVIN","Corvin Vale","I've notarized four marriages I was actively trying to ruin.","10","LUST","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_marriages","vo/confessions/cf_lust_marriages.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_marriages_elaboration","cf_lust_marriages","elaboration","CORVIN","Corvin Vale","I have very good handwriting. Nobody looks at a man with good handwriting and thinks about what he wants.","19","LUST","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_marriages","vo/confessions/cf_lust_marriages_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_waiting","cf_lust_waiting","confession","CORVIN","Corvin Vale","I told her I'd wait.","5","LUST","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_waiting","vo/confessions/cf_lust_waiting.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_waiting_elaboration","cf_lust_waiting","elaboration","CORVIN","Corvin Vale","I didn't wait. That's not the confession. The confession is that I never told her when I stopped, so she was still being faithful to something that wasn't there.","29","LUST","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_waiting","vo/confessions/cf_lust_waiting_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_handwriting","cf_pride_handwriting","confession","CORVIN","Corvin Vale","When they struck my name off the roll, the part that hurt was the handwriting.","15","PRIDE","4","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_handwriting","vo/confessions/cf_pride_handwriting.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_handwriting_elaboration","cf_pride_handwriting","elaboration","CORVIN","Corvin Vale","They didn't even do it neatly. Four thousand names in that book and mine's the one they scratched.","18","PRIDE","4","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_handwriting","vo/confessions/cf_pride_handwriting_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_eulogy","cf_pride_eulogy","confession","CORVIN","Corvin Vale","I've been practicing my own eulogy for years.","8","PRIDE","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_eulogy","vo/confessions/cf_pride_eulogy.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_eulogy_elaboration","cf_pride_eulogy","elaboration","CORVIN","Corvin Vale","I got to hear it. It was nothing like mine. It was four sentences and one of them was about the weather.","22","PRIDE","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_eulogy","vo/confessions/cf_pride_eulogy_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_famine","cf_pride_famine","confession","CORVIN","Corvin Vale","I turned down honest work because the title was beneath me.","11","PRIDE","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_famine","vo/confessions/cf_pride_famine.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_famine_elaboration","cf_pride_famine","elaboration","CORVIN","Corvin Vale","Twice. During the 'thirty-nine famine. I ate. Other people made other arrangements.","13","PRIDE","5","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_famine","vo/confessions/cf_pride_famine_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_lastwords","cf_pride_lastwords","confession","CORVIN","Corvin Vale","I rewrote a man's last words.","6","PRIDE","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_lastwords","vo/confessions/cf_pride_lastwords.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_lastwords_elaboration","cf_pride_lastwords","elaboration","CORVIN","Corvin Vale","His were clumsy. He said something about a dog. I gave the family something they could put on a stone.","20","PRIDE","6","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_lastwords","vo/confessions/cf_pride_lastwords_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_kestrel","cf_pride_kestrel","confession","CORVIN","Corvin Vale","I let Tomas take the blame for the Kestrel papers.","10","PRIDE","7","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_kestrel","vo/confessions/cf_pride_kestrel.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_pride_kestrel_elaboration","cf_pride_kestrel","elaboration","CORVIN","Corvin Vale","Not to save myself. He could afford to look stupid and I couldn't. That was the whole calculation. That was all of it.","23","PRIDE","7","2","EXCAVATED","data/confessions.json","data/confessions.json#cf_pride_kestrel","vo/confessions/cf_pride_kestrel_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_bt_again","cf_bt_again","confession","CORVIN","Corvin Vale","I'd do all of it again.","6","BETRAYAL","8","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_bt_again","vo/confessions/cf_bt_again.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_bt_again_elaboration","cf_bt_again","elaboration","CORVIN","Corvin Vale","Every part. The manifest, Tomas, the harbor. If it put her hand back on my wrist for one second — I'd do all of it again, and I'd be quicker about it the second time.","34","BETRAYAL","8","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_bt_again","vo/confessions/cf_bt_again_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_why","cf_cow_why","confession","CORVIN","Corvin Vale","When she told me what she'd signed, I didn't ask why.","11","COWARDICE","6","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_why","vo/confessions/cf_cow_why.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_why_elaboration","cf_cow_why","elaboration","CORVIN","Corvin Vale","I still haven't. And it isn't dignity. I'm afraid the reason's a good one, and then I'd have nothing left to be angry about.","24","COWARDICE","6","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_why","vo/confessions/cf_cow_why_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_didntfight","cf_cow_didntfight","confession","CORVIN","Corvin Vale","When they put me under, I didn't fight.","8","COWARDICE","7","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_didntfight","vo/confessions/cf_cow_didntfight.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_didntfight_elaboration","cf_cow_didntfight","elaboration","CORVIN","Corvin Vale","Everyone assumes I did. It's the one part nobody's asked about. There was a hand on the back of my neck and I just — went. Like I'd been waiting to be told.","32","COWARDICE","7","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_didntfight","vo/confessions/cf_cow_didntfight_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_hanged","cf_cow_hanged","confession","CORVIN","Corvin Vale","A man hanged for a signature I forged.","8","COWARDICE","7","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_hanged","vo/confessions/cf_cow_hanged.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cow_hanged_elaboration","cf_cow_hanged","elaboration","CORVIN","Corvin Vale","I attended. I stood at the back. I've told myself for six years that going was the decent thing, and standing at the back is the reason I know it wasn't.","31","COWARDICE","7","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cow_hanged","vo/confessions/cf_cow_hanged_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_mother","cf_cruel_mother","confession","CORVIN","Corvin Vale","I was relieved when my mother stopped writing.","8","CRUELTY","6","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cruel_mother","vo/confessions/cf_cruel_mother.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_mother_elaboration","cf_cruel_mother","elaboration","CORVIN","Corvin Vale","I'd been leaving the letters sealed for two years. When they stopped I felt lighter, and then I felt nothing, and the nothing lasted longer.","25","CRUELTY","6","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cruel_mother","vo/confessions/cf_cruel_mother_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_diagnosis","cf_cruel_diagnosis","confession","CORVIN","Corvin Vale","I read a man's diagnosis aloud in a crowded room.","10","CRUELTY","7","3","COMMITTED","data/confessions.json","data/confessions.json#cf_cruel_diagnosis","vo/confessions/cf_cruel_diagnosis.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_diagnosis_elaboration","cf_cruel_diagnosis","elaboration","CORVIN","Corvin Vale","To win a point about confidentiality. I won the point.","10","CRUELTY","7","3","COMMITTED","data/confessions.json","data/confessions.json#cf_cruel_diagnosis","vo/confessions/cf_cruel_diagnosis_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_forgiven","cf_cruel_forgiven","confession","CORVIN","Corvin Vale","I've never forgiven anyone.","4","CRUELTY","7","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cruel_forgiven","vo/confessions/cf_cruel_forgiven.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_cruel_forgiven_elaboration","cf_cruel_forgiven","elaboration","CORVIN","Corvin Vale","I've only ever waited people out. There's a difference and I've been trading on it my whole life.","18","CRUELTY","7","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_cruel_forgiven","vo/confessions/cf_cruel_forgiven_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_grave","cf_greed_grave","confession","CORVIN","Corvin Vale","I sold my own plot. The one next to my father.","11","GREED","7","3","COMMITTED","data/confessions.json","data/confessions.json#cf_greed_grave","vo/confessions/cf_greed_grave.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_grave_elaboration","cf_greed_grave","elaboration","CORVIN","Corvin Vale","I needed the money for something. I can't remember what. That's the part that's started to bother me.","18","GREED","7","3","COMMITTED","data/confessions.json","data/confessions.json#cf_greed_grave","vo/confessions/cf_greed_grave_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_policy","cf_greed_policy","confession","CORVIN","Corvin Vale","I told a woman her husband's policy had lapsed.","9","GREED","7","3","COMMITTED","data/confessions.json","data/confessions.json#cf_greed_policy","vo/confessions/cf_greed_policy.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_greed_policy_elaboration","cf_greed_policy","elaboration","CORVIN","Corvin Vale","It hadn't. I bought it off her at eleven percent and cashed it the same week. She sends me a card at midwinter.","23","GREED","7","3","COMMITTED","data/confessions.json","data/confessions.json#cf_greed_policy","vo/confessions/cf_greed_policy_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_mireille","cf_lust_mireille","confession","CORVIN","Corvin Vale","I sat with a dying woman and part of me was just glad to be looked at.","17","LUST","5","3","COMMITTED","data/confessions.json","data/confessions.json#cf_lust_mireille","vo/confessions/cf_lust_mireille.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_mireille_elaboration","cf_lust_mireille","elaboration","CORVIN","Corvin Vale","She was on day eight. She was forgetting her own name mid-sentence. And I was thinking about how she said mine.","22","LUST","5","3","COMMITTED","data/confessions.json","data/confessions.json#cf_lust_mireille","vo/confessions/cf_lust_mireille_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_hands","cf_lust_hands","confession","CORVIN","Corvin Vale","I can't feel anything anymore and I still reach for people.","11","LUST","6","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_hands","vo/confessions/cf_lust_hands.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_hands_elaboration","cf_lust_hands","elaboration","CORVIN","Corvin Vale","I put my hand on Teodor's shoulder last week for no reason at all. Just to check. There was nothing there. I did it again the next day.","28","LUST","6","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_hands","vo/confessions/cf_lust_hands_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_still","cf_lust_still","confession","CORVIN","Corvin Vale","I still want her. Knowing what she signed.","8","LUST","7","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_still","vo/confessions/cf_lust_still.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
"vo_confession_cf_lust_still_elaboration","cf_lust_still","elaboration","CORVIN","Corvin Vale","That's the part I can't get out from under. Not that she did it. That it didn't change anything.","19","LUST","7","3","EXCAVATED","data/confessions.json","data/confessions.json#cf_lust_still","vo/confessions/cf_lust_still_elaboration.mp3","unrecorded","Callum","N2lVS1w4EtoT3dr4eOWO","Generated from data/confessions.json; do not hand-copy Litany text into Ink."
