"id","room_code","room_id","room_title","kind","name","route","status","source_path","runtime_path","position","critical_roles"
"harbormaster_office_generated_reference_non_clickable_dressing_silhouettes","R11","harbormaster_office","Harbormaster's Office","generated_reference","non-clickable dressing silhouettes","reference_board_only","pending","docs/art/reference/act_i/harbormaster_office/non_clickable_dressing_silhouettes.png","","",""
"harbormaster_office_interactive_layer_checklist_clerk","R11","harbormaster_office","Harbormaster's Office","interactive_layer","Checklist clerk","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/harbormaster_office/checklistclerk.psd","game/rooms/harbormaster_office/props/checklistclerk.png","960, 700","blocked_feedback|gated"
"harbormaster_office_navigation_silhouette_sabine","R11","harbormaster_office","Harbormaster's Office","navigation_silhouette","Sabine","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/tosabine.psd","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","1700, 730",""
"harbormaster_office_navigation_silhouette_grey_float","R11","harbormaster_office","Harbormaster's Office","navigation_silhouette","Grey Float","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/togreyfloat.psd","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","180, 740",""
"sabine_office_meshy_source_model_sabine_desk","R12","sabine_office","Sabine's Office","meshy_source_model","Sabine desk","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/sabine_office/sabine_desk.glb","","",""
"sabine_office_meshy_source_model_window_frame","R12","sabine_office","Sabine's Office","meshy_source_model","window frame","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/sabine_office/window_frame.glb","","",""
"sabine_office_meshy_source_model_persian_rug_plane","R12","sabine_office","Sabine's Office","meshy_source_model","Persian rug plane","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/sabine_office/persian_rug_plane.glb","","",""
"sabine_office_meshy_source_model_wrist_check_staging_chair","R12","sabine_office","Sabine's Office","meshy_source_model","wrist-check staging chair","source_model_helper_only","pending","art/src/backgrounds/act_i/source_models/sabine_office/wrist_check_staging_chair.glb","","",""
"sabine_office_generated_reference_grime_texture","R12","sabine_office","Sabine's Office","generated_reference","grime texture","reference_board_only","pending","docs/art/reference/act_i/sabine_office/grime_texture.png","","",""
"sabine_office_generated_reference_ink_wash_edge_breakup","R12","sabine_office","Sabine's Office","generated_reference","ink-wash edge breakup","reference_board_only","pending","docs/art/reference/act_i/sabine_office/ink_wash_edge_breakup.png","","",""
"sabine_office_generated_reference_palette_safe_mood_reference","R12","sabine_office","Sabine's Office","generated_reference","palette-safe mood reference","reference_board_only","pending","docs/art/reference/act_i/sabine_office/palette_safe_mood_reference.png","","",""
"sabine_office_generated_reference_non_clickable_dressing_silhouettes","R12","sabine_office","Sabine's Office","generated_reference","non-clickable dressing silhouettes","reference_board_only","pending","docs/art/reference/act_i/sabine_office/non_clickable_dressing_silhouettes.png","","",""
"sabine_office_interactive_layer_sabine_s_desk","R12","sabine_office","Sabine's Office","interactive_layer","Sabine's desk","separate_runtime_sprite_or_hotspot_layer","pending","art/src/backgrounds/act_i/interactive_layers/sabine_office/sabinedesk.psd","game/rooms/sabine_office/props/sabinedesk.png","960, 690","gated"
"sabine_office_navigation_silhouette_harbormaster","R12","sabine_office","Sabine's Office","navigation_silhouette","Harbormaster","painted_readability_plus_godot_hotspot","pending","art/src/backgrounds/act_i/navigation_silhouettes/sabine_office/toharbormaster.psd","game/rooms/sabine_office/background/sabine_office_bg.png","180, 740",""
