"id","room_code","room_id","room_title","kind","tool","name","status","content_status","expected_file_kind","source_path","source_exists","source_size_bytes","runtime_path","runtime_exists","runtime_size_bytes"
"harbormaster_office_meshy_source_model_checklist_board","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","checklist board","pending_source","missing","glb","art/src/backgrounds/act_i/source_models/harbormaster_office/checklist_board.glb","False","0","","False","0"
"harbormaster_office_meshy_source_model_frosted_glass_door","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","frosted glass door","pending_source","missing","glb","art/src/backgrounds/act_i/source_models/harbormaster_office/frosted_glass_door.glb","False","0","","False","0"
"harbormaster_office_generated_reference_grime_texture","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","grime texture","pending_source","missing","png","docs/art/reference/act_i/harbormaster_office/grime_texture.png","False","0","","False","0"
"harbormaster_office_generated_reference_ink_wash_edge_breakup","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","ink-wash edge breakup","pending_source","missing","png","docs/art/reference/act_i/harbormaster_office/ink_wash_edge_breakup.png","False","0","","False","0"
"harbormaster_office_generated_reference_palette_safe_mood_reference","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","palette-safe mood reference","pending_source","missing","png","docs/art/reference/act_i/harbormaster_office/palette_safe_mood_reference.png","False","0","","False","0"
"harbormaster_office_generated_reference_non_clickable_dressing_silhouettes","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","non-clickable dressing silhouettes","pending_source","missing","png","docs/art/reference/act_i/harbormaster_office/non_clickable_dressing_silhouettes.png","False","0","","False","0"
"harbormaster_office_interactive_layer_checklist_clerk","R11","harbormaster_office","Harbormaster's Office","interactive_layer","paintover","Checklist clerk","pending_source","missing","psd","art/src/backgrounds/act_i/interactive_layers/harbormaster_office/checklistclerk.psd","False","0","game/rooms/harbormaster_office/props/checklistclerk.png","False","0"
"harbormaster_office_navigation_silhouette_sabine","R11","harbormaster_office","Harbormaster's Office","navigation_silhouette","paintover","Sabine","pending_source","missing","psd","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/tosabine.psd","False","0","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","True","21488"
"harbormaster_office_navigation_silhouette_grey_float","R11","harbormaster_office","Harbormaster's Office","navigation_silhouette","paintover","Grey Float","pending_source","missing","psd","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/togreyfloat.psd","False","0","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","True","21488"
"sabine_office_meshy_source_model_sabine_desk","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","Sabine desk","pending_source","missing","glb","art/src/backgrounds/act_i/source_models/sabine_office/sabine_desk.glb","False","0","","False","0"
"sabine_office_meshy_source_model_window_frame","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","window frame","pending_source","missing","glb","art/src/backgrounds/act_i/source_models/sabine_office/window_frame.glb","False","0","","False","0"
"sabine_office_meshy_source_model_persian_rug_plane","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","Persian rug plane","pending_source","missing","glb","art/src/backgrounds/act_i/source_models/sabine_office/persian_rug_plane.glb","False","0","","False","0"
"sabine_office_meshy_source_model_wrist_check_staging_chair","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","wrist-check staging chair","pending_source","missing","glb","art/src/backgrounds/act_i/source_models/sabine_office/wrist_check_staging_chair.glb","False","0","","False","0"
"sabine_office_generated_reference_grime_texture","R12","sabine_office","Sabine's Office","generated_reference","imagegen","grime texture","pending_source","missing","png","docs/art/reference/act_i/sabine_office/grime_texture.png","False","0","","False","0"
"sabine_office_generated_reference_ink_wash_edge_breakup","R12","sabine_office","Sabine's Office","generated_reference","imagegen","ink-wash edge breakup","pending_source","missing","png","docs/art/reference/act_i/sabine_office/ink_wash_edge_breakup.png","False","0","","False","0"
"sabine_office_generated_reference_palette_safe_mood_reference","R12","sabine_office","Sabine's Office","generated_reference","imagegen","palette-safe mood reference","pending_source","missing","png","docs/art/reference/act_i/sabine_office/palette_safe_mood_reference.png","False","0","","False","0"
"sabine_office_generated_reference_non_clickable_dressing_silhouettes","R12","sabine_office","Sabine's Office","generated_reference","imagegen","non-clickable dressing silhouettes","pending_source","missing","png","docs/art/reference/act_i/sabine_office/non_clickable_dressing_silhouettes.png","False","0","","False","0"
"sabine_office_interactive_layer_sabine_s_desk","R12","sabine_office","Sabine's Office","interactive_layer","paintover","Sabine's desk","pending_source","missing","psd","art/src/backgrounds/act_i/interactive_layers/sabine_office/sabinedesk.psd","False","0","game/rooms/sabine_office/props/sabinedesk.png","False","0"
"sabine_office_navigation_silhouette_harbormaster","R12","sabine_office","Sabine's Office","navigation_silhouette","paintover","Harbormaster","pending_source","missing","psd","art/src/backgrounds/act_i/navigation_silhouettes/sabine_office/toharbormaster.psd","False","0","game/rooms/sabine_office/background/sabine_office_bg.png","True","18718"
