"id","room_code","room_id","room_title","kind","tool","name","source_status","content_status","source_path","runtime_path","placement_stage","placement_target","destination_layer","final_art_role","runtime_policy","review_gate","required_followup"
"bone_chandler_generated_reference_non_clickable_dressing_silhouettes","R06","bone_chandler","The Bone Chandler","generated_reference","imagegen","non-clickable dressing silhouettes","pending_source","missing","docs/art/reference/act_i/bone_chandler/non_clickable_dressing_silhouettes.png","","reference_board","docs/art/reference/act_i/bone_chandler","ReferenceBoard_bone_chandler","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"bone_chandler_interactive_layer_prosper_s_watch","R06","bone_chandler","The Bone Chandler","interactive_layer","paintover","Prosper's watch","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/bone_chandler/prosperwatch.psd","game/rooms/bone_chandler/props/prosperwatch.png","paintover_runtime_layer","game/rooms/bone_chandler/props/prosperwatch.png","Interactive_bone_chandler","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"bone_chandler_navigation_silhouette_almshouse","R06","bone_chandler","The Bone Chandler","navigation_silhouette","paintover","Almshouse","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/toalmshouse.psd","game/rooms/bone_chandler/background/bone_chandler_bg.png","paintover_navigation_readability","game/rooms/bone_chandler/background/bone_chandler_bg.png","Navigation_bone_chandler","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"bone_chandler_navigation_silhouette_salt_market","R06","bone_chandler","The Bone Chandler","navigation_silhouette","paintover","Salt Market","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/bone_chandler/tosaltmarket.psd","game/rooms/bone_chandler/background/bone_chandler_bg.png","paintover_navigation_readability","game/rooms/bone_chandler/background/bone_chandler_bg.png","Navigation_bone_chandler","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"almshouse_meshy_source_model_cot_rows","R07","almshouse","The Almshouse","meshy_source_model","Meshy","cot rows","pending_source","missing","art/src/backgrounds/act_i/source_models/almshouse/cot_rows.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/almshouse.blend","SourceModels_almshouse","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"almshouse_meshy_source_model_window_frame","R07","almshouse","The Almshouse","meshy_source_model","Meshy","window frame","pending_source","missing","art/src/backgrounds/act_i/source_models/almshouse/window_frame.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/almshouse.blend","SourceModels_almshouse","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"almshouse_meshy_source_model_privacy_screens","R07","almshouse","The Almshouse","meshy_source_model","Meshy","privacy screens","pending_source","missing","art/src/backgrounds/act_i/source_models/almshouse/privacy_screens.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/almshouse.blend","SourceModels_almshouse","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"almshouse_meshy_source_model_prosper_sitting_silhouette_block","R07","almshouse","The Almshouse","meshy_source_model","Meshy","Prosper sitting silhouette block","pending_source","missing","art/src/backgrounds/act_i/source_models/almshouse/prosper_sitting_silhouette_block.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/almshouse.blend","SourceModels_almshouse","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"almshouse_generated_reference_grime_texture","R07","almshouse","The Almshouse","generated_reference","imagegen","grime texture","pending_source","missing","docs/art/reference/act_i/almshouse/grime_texture.png","","reference_board","docs/art/reference/act_i/almshouse","ReferenceBoard_almshouse","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"almshouse_generated_reference_ink_wash_edge_breakup","R07","almshouse","The Almshouse","generated_reference","imagegen","ink-wash edge breakup","pending_source","missing","docs/art/reference/act_i/almshouse/ink_wash_edge_breakup.png","","reference_board","docs/art/reference/act_i/almshouse","ReferenceBoard_almshouse","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"almshouse_generated_reference_palette_safe_mood_reference","R07","almshouse","The Almshouse","generated_reference","imagegen","palette-safe mood reference","pending_source","missing","docs/art/reference/act_i/almshouse/palette_safe_mood_reference.png","","reference_board","docs/art/reference/act_i/almshouse","ReferenceBoard_almshouse","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"almshouse_generated_reference_non_clickable_dressing_silhouettes","R07","almshouse","The Almshouse","generated_reference","imagegen","non-clickable dressing silhouettes","pending_source","missing","docs/art/reference/act_i/almshouse/non_clickable_dressing_silhouettes.png","","reference_board","docs/art/reference/act_i/almshouse","ReferenceBoard_almshouse","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"almshouse_interactive_layer_half_coin_prosper","R07","almshouse","The Almshouse","interactive_layer","paintover","Half-Coin Prosper","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/almshouse/halfcoinprosper.psd","game/rooms/almshouse/props/halfcoinprosper.png","paintover_runtime_layer","game/rooms/almshouse/props/halfcoinprosper.png","Interactive_almshouse","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"almshouse_navigation_silhouette_salt_market","R07","almshouse","The Almshouse","navigation_silhouette","paintover","Salt Market","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/almshouse/tosaltmarket.psd","game/rooms/almshouse/background/almshouse_bg.png","paintover_navigation_readability","game/rooms/almshouse/background/almshouse_bg.png","Navigation_almshouse","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"almshouse_navigation_silhouette_bone_chandler","R07","almshouse","The Almshouse","navigation_silhouette","paintover","Bone Chandler","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/almshouse/tobonechandler.psd","game/rooms/almshouse/background/almshouse_bg.png","paintover_navigation_readability","game/rooms/almshouse/background/almshouse_bg.png","Navigation_almshouse","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"fish_hall_meshy_source_model_ice_table","R08","fish_hall","The Fish Hall","meshy_source_model","Meshy","ice table","pending_source","missing","art/src/backgrounds/act_i/source_models/fish_hall/ice_table.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/fish_hall.blend","SourceModels_fish_hall","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"fish_hall_meshy_source_model_drain_grate","R08","fish_hall","The Fish Hall","meshy_source_model","Meshy","drain grate","pending_source","missing","art/src/backgrounds/act_i/source_models/fish_hall/drain_grate.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/fish_hall.blend","SourceModels_fish_hall","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"fish_hall_meshy_source_model_visitor_book_stand","R08","fish_hall","The Fish Hall","meshy_source_model","Meshy","visitor book stand","pending_source","missing","art/src/backgrounds/act_i/source_models/fish_hall/visitor_book_stand.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/fish_hall.blend","SourceModels_fish_hall","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"fish_hall_meshy_source_model_tagged_body_table_silhouette","R08","fish_hall","The Fish Hall","meshy_source_model","Meshy","tagged body-table silhouette","pending_source","missing","art/src/backgrounds/act_i/source_models/fish_hall/tagged_body_table_silhouette.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/fish_hall.blend","SourceModels_fish_hall","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"fish_hall_generated_reference_grime_texture","R08","fish_hall","The Fish Hall","generated_reference","imagegen","grime texture","pending_source","missing","docs/art/reference/act_i/fish_hall/grime_texture.png","","reference_board","docs/art/reference/act_i/fish_hall","ReferenceBoard_fish_hall","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"fish_hall_generated_reference_ink_wash_edge_breakup","R08","fish_hall","The Fish Hall","generated_reference","imagegen","ink-wash edge breakup","pending_source","missing","docs/art/reference/act_i/fish_hall/ink_wash_edge_breakup.png","","reference_board","docs/art/reference/act_i/fish_hall","ReferenceBoard_fish_hall","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"fish_hall_generated_reference_palette_safe_mood_reference","R08","fish_hall","The Fish Hall","generated_reference","imagegen","palette-safe mood reference","pending_source","missing","docs/art/reference/act_i/fish_hall/palette_safe_mood_reference.png","","reference_board","docs/art/reference/act_i/fish_hall","ReferenceBoard_fish_hall","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"fish_hall_generated_reference_non_clickable_dressing_silhouettes","R08","fish_hall","The Fish Hall","generated_reference","imagegen","non-clickable dressing silhouettes","pending_source","missing","docs/art/reference/act_i/fish_hall/non_clickable_dressing_silhouettes.png","","reference_board","docs/art/reference/act_i/fish_hall","ReferenceBoard_fish_hall","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"fish_hall_interactive_layer_visitor_book","R08","fish_hall","The Fish Hall","interactive_layer","paintover","Visitor book","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/fish_hall/visitorbook.psd","game/rooms/fish_hall/props/visitorbook.png","paintover_runtime_layer","game/rooms/fish_hall/props/visitorbook.png","Interactive_fish_hall","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"fish_hall_interactive_layer_coroner_tag","R08","fish_hall","The Fish Hall","interactive_layer","paintover","Coroner tag","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/fish_hall/coronertag.psd","game/rooms/fish_hall/props/coronertag.png","paintover_runtime_layer","game/rooms/fish_hall/props/coronertag.png","Interactive_fish_hall","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"fish_hall_interactive_layer_drain","R08","fish_hall","The Fish Hall","interactive_layer","paintover","Drain","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/fish_hall/drain.psd","game/rooms/fish_hall/props/drain.png","paintover_runtime_layer","game/rooms/fish_hall/props/drain.png","Interactive_fish_hall","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"fish_hall_navigation_silhouette_salt_market","R08","fish_hall","The Fish Hall","navigation_silhouette","paintover","Salt Market","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/fish_hall/tosaltmarket.psd","game/rooms/fish_hall/background/fish_hall_bg.png","paintover_navigation_readability","game/rooms/fish_hall/background/fish_hall_bg.png","Navigation_fish_hall","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"church_of_the_drowned_meshy_source_model_confession_booth","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","Meshy","confession booth","pending_source","missing","art/src/backgrounds/act_i/source_models/church_of_the_drowned/confession_booth.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/church_of_the_drowned.blend","SourceModels_church_of_the_drowned","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"church_of_the_drowned_meshy_source_model_church_ledger_desk","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","Meshy","Church ledger desk","pending_source","missing","art/src/backgrounds/act_i/source_models/church_of_the_drowned/church_ledger_desk.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/church_of_the_drowned.blend","SourceModels_church_of_the_drowned","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"church_of_the_drowned_meshy_source_model_receipt_window","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","Meshy","receipt window","pending_source","missing","art/src/backgrounds/act_i/source_models/church_of_the_drowned/receipt_window.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/church_of_the_drowned.blend","SourceModels_church_of_the_drowned","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"church_of_the_drowned_meshy_source_model_green_lamp_housings","R09","church_of_the_drowned","Church of the Drowned","meshy_source_model","Meshy","green lamp housings","pending_source","missing","art/src/backgrounds/act_i/source_models/church_of_the_drowned/green_lamp_housings.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/church_of_the_drowned.blend","SourceModels_church_of_the_drowned","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"church_of_the_drowned_generated_reference_institutional_absinthe_green_light","R09","church_of_the_drowned","Church of the Drowned","generated_reference","imagegen","institutional absinthe-green light","pending_source","missing","docs/art/reference/act_i/church_of_the_drowned/institutional_absinthe_green_light.png","","reference_board","docs/art/reference/act_i/church_of_the_drowned","ReferenceBoard_church_of_the_drowned","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"church_of_the_drowned_generated_reference_paper_bureaucracy_texture","R09","church_of_the_drowned","Church of the Drowned","generated_reference","imagegen","paper bureaucracy texture","pending_source","missing","docs/art/reference/act_i/church_of_the_drowned/paper_bureaucracy_texture.png","","reference_board","docs/art/reference/act_i/church_of_the_drowned","ReferenceBoard_church_of_the_drowned","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"church_of_the_drowned_generated_reference_wet_stone_grime","R09","church_of_the_drowned","Church of the Drowned","generated_reference","imagegen","wet stone grime","pending_source","missing","docs/art/reference/act_i/church_of_the_drowned/wet_stone_grime.png","","reference_board","docs/art/reference/act_i/church_of_the_drowned","ReferenceBoard_church_of_the_drowned","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"church_of_the_drowned_interactive_layer_confession_booth","R09","church_of_the_drowned","Church of the Drowned","interactive_layer","paintover","Confession booth","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/confessionbooth.psd","game/rooms/church_of_the_drowned/props/confessionbooth.png","paintover_runtime_layer","game/rooms/church_of_the_drowned/props/confessionbooth.png","Interactive_church_of_the_drowned","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"church_of_the_drowned_interactive_layer_teodor_s_stall","R09","church_of_the_drowned","Church of the Drowned","interactive_layer","paintover","Teodor's stall","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/ratecard.psd","game/rooms/church_of_the_drowned/props/ratecard.png","paintover_runtime_layer","game/rooms/church_of_the_drowned/props/ratecard.png","Interactive_church_of_the_drowned","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"church_of_the_drowned_interactive_layer_poor_box","R09","church_of_the_drowned","Church of the Drowned","interactive_layer","paintover","Poor box","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/poorbox.psd","game/rooms/church_of_the_drowned/props/poorbox.png","paintover_runtime_layer","game/rooms/church_of_the_drowned/props/poorbox.png","Interactive_church_of_the_drowned","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"church_of_the_drowned_navigation_silhouette_grey_float","R09","church_of_the_drowned","Church of the Drowned","navigation_silhouette","paintover","Grey Float","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned/togreyfloat.psd","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","paintover_navigation_readability","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","Navigation_church_of_the_drowned","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"church_of_the_drowned_navigation_silhouette_salt_market","R09","church_of_the_drowned","Church of the Drowned","navigation_silhouette","paintover","Salt Market","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned/tosaltmarket.psd","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","paintover_navigation_readability","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","Navigation_church_of_the_drowned","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"grey_float_meshy_source_model_barge_wall_ribs","R10","grey_float","The Grey Float","meshy_source_model","Meshy","barge wall ribs","pending_source","missing","art/src/backgrounds/act_i/source_models/grey_float/barge_wall_ribs.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/grey_float.blend","SourceModels_grey_float","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"grey_float_meshy_source_model_steam_screen_partitions","R10","grey_float","The Grey Float","meshy_source_model","Meshy","steam-screen partitions","pending_source","missing","art/src/backgrounds/act_i/source_models/grey_float/steam_screen_partitions.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/grey_float.blend","SourceModels_grey_float","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"grey_float_meshy_source_model_lamp_clusters","R10","grey_float","The Grey Float","meshy_source_model","Meshy","lamp clusters","pending_source","missing","art/src/backgrounds/act_i/source_models/grey_float/lamp_clusters.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/grey_float.blend","SourceModels_grey_float","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"grey_float_meshy_source_model_bathhouse_railings","R10","grey_float","The Grey Float","meshy_source_model","Meshy","bathhouse railings","pending_source","missing","art/src/backgrounds/act_i/source_models/grey_float/bathhouse_railings.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/grey_float.blend","SourceModels_grey_float","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"grey_float_generated_reference_steam_density","R10","grey_float","The Grey Float","generated_reference","imagegen","steam density","pending_source","missing","docs/art/reference/act_i/grey_float/steam_density.png","","reference_board","docs/art/reference/act_i/grey_float","ReferenceBoard_grey_float","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"grey_float_generated_reference_warm_silhouette_privacy_shapes","R10","grey_float","The Grey Float","generated_reference","imagegen","warm silhouette privacy shapes","pending_source","missing","docs/art/reference/act_i/grey_float/warm_silhouette_privacy_shapes.png","","reference_board","docs/art/reference/act_i/grey_float","ReferenceBoard_grey_float","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"grey_float_generated_reference_non_explicit_labor_staging","R10","grey_float","The Grey Float","generated_reference","imagegen","non-explicit labor staging","pending_source","missing","docs/art/reference/act_i/grey_float/non_explicit_labor_staging.png","","reference_board","docs/art/reference/act_i/grey_float","ReferenceBoard_grey_float","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"grey_float_generated_reference_amber_trap_mood","R10","grey_float","The Grey Float","generated_reference","imagegen","amber trap mood","pending_source","missing","docs/art/reference/act_i/grey_float/amber_trap_mood.png","","reference_board","docs/art/reference/act_i/grey_float","ReferenceBoard_grey_float","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"grey_float_interactive_layer_bilge_regulator","R10","grey_float","The Grey Float","interactive_layer","paintover","Bilge regulator","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/grey_float/bilgeregulator.psd","game/rooms/grey_float/props/bilgeregulator.png","paintover_runtime_layer","game/rooms/grey_float/props/bilgeregulator.png","Interactive_grey_float","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"grey_float_interactive_layer_staff_corner","R10","grey_float","The Grey Float","interactive_layer","paintover","Staff corner","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/grey_float/staffcorner.psd","game/rooms/grey_float/props/staffcorner.png","paintover_runtime_layer","game/rooms/grey_float/props/staffcorner.png","Interactive_grey_float","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"grey_float_interactive_layer_hot_pool","R10","grey_float","The Grey Float","interactive_layer","paintover","Hot pool","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/grey_float/hotpool.psd","game/rooms/grey_float/props/hotpool.png","paintover_runtime_layer","game/rooms/grey_float/props/hotpool.png","Interactive_grey_float","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"grey_float_navigation_silhouette_harbormaster","R10","grey_float","The Grey Float","navigation_silhouette","paintover","Harbormaster","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/grey_float/toharbormaster.psd","game/rooms/grey_float/background/grey_float_bg.png","paintover_navigation_readability","game/rooms/grey_float/background/grey_float_bg.png","Navigation_grey_float","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"grey_float_navigation_silhouette_church","R10","grey_float","The Grey Float","navigation_silhouette","paintover","Church","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/grey_float/tochurch.psd","game/rooms/grey_float/background/grey_float_bg.png","paintover_navigation_readability","game/rooms/grey_float/background/grey_float_bg.png","Navigation_grey_float","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"harbormaster_office_meshy_source_model_office_desk","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","office desk","pending_source","missing","art/src/backgrounds/act_i/source_models/harbormaster_office/office_desk.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/harbormaster_office.blend","SourceModels_harbormaster_office","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"harbormaster_office_meshy_source_model_filing_wall","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","filing wall","pending_source","missing","art/src/backgrounds/act_i/source_models/harbormaster_office/filing_wall.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/harbormaster_office.blend","SourceModels_harbormaster_office","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"harbormaster_office_meshy_source_model_checklist_board","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","checklist board","pending_source","missing","art/src/backgrounds/act_i/source_models/harbormaster_office/checklist_board.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/harbormaster_office.blend","SourceModels_harbormaster_office","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"harbormaster_office_meshy_source_model_frosted_glass_door","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","frosted glass door","pending_source","missing","art/src/backgrounds/act_i/source_models/harbormaster_office/frosted_glass_door.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/harbormaster_office.blend","SourceModels_harbormaster_office","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
